case_id,model_finding_id,initial_adjudicator_type,initial_codeql_relation,initial_matched_reference_ids,initial_relation_confidence,initial_relation_rationale,final_codeql_relation,final_matched_reference_ids,human_review_status,final_decision_source,reviewer_role,source_row_sha256
case-ab37a0754d9da12ed40c,mf-a992c5c34ea510f36733,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,7bb6327e9021ba9541547fdffb9f3718c05392b2b23c4eede0d2d172329eb2da
case-ab37a0754d9da12ed40c,mf-f1bbbe71cbf1d4610503,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,791ce06b7282de9c06144cb8cd6fd51642cc4d07725a8aebd449ca196ded32ba
case-ab37a0754d9da12ed40c,mf-60b6b5b1aa4d1e201017,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,5342f13d83cbb288df3212a6832864d11dc37a11a16139280cf562fb18a6f056
case-af796cba9349058a9934,mf-7b86d2c3eae75028743a,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,e22ee828d3fca236f8a6f7ae695cf7aaa05bde0edc5183a2501296032a469520
case-bc28a1aba4094e693c43,mf-f82338bb64d53a559629,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,e3b730244669059cc19bb6a7d5c3f0c4becd8ef90f85296c7c17ccf47a33005b
case-bc28a1aba4094e693c43,mf-8fe0d1d8934b37ab2f68,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,adb7d7fadd8ac957daa8b529bc51639b4d1cb866089e614ff0a1b1c78a8006ed
case-bc28a1aba4094e693c43,mf-a41d7f394b5e27626406,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,79ff507ffe274ca3c5046ddf5080c2d2da396680cf2e9a6429017870fc018465
case-bc28a1aba4094e693c43,mf-59d4a9b77a179e0184c5,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,f83f55293b566afd23676fc76e74c88b243667dda728f94bbdbd3475c0b4a02b
case-bc28a1aba4094e693c43,mf-3ac1fcf7d2c0433dab4d,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,2471ffefba26652ec997cea8826fbaa6dff2ef44ec541031d470119ab8035ce5
case-bc28a1aba4094e693c43,mf-50c7fd3f1a8500ad4dae,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,004613cbb3c0a43376540889e8ef662a5e6736a37f375b517e15560364eed5f2
case-cac1c1d447083f202a85,mf-54dcd9552943d1576300,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,0107b2cd8975dbee2590458ec74efef94a2a239881c4759c200c83f9732f0711
case-cac1c1d447083f202a85,mf-b01e50f7e255c5531db1,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,411f06112f2f0bbf88ee15a20af47637536fd1f37d49689597ab7661bfb37f04
case-cac1c1d447083f202a85,mf-e474fd4f7490959e5b57,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,1c65ba0f78258fcde19b4b4f35d2e3d5354a2919c3e5168825bb006f1e3fb466
case-cb2aa3ca3fcfec607cfe,mf-2ce57fafebe10a783b82,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,45d1bc1e0247ba6e41422dc3563b339be41bc3e3ccbf8cc0172aa37b639e7b3d
case-cb2aa3ca3fcfec607cfe,mf-4f63699456dbffda8ef4,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,55a9e7b05ad82aa0103da0ed83e7a429ecd87d626bc4d1c1d5f4609354ce5fb3
case-d16aaf7c33621dbb5444,mf-d32a96c46c45d9238288,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,1f4e9f5d3d7f8a32647822d450494e79e3cebf37a3958d2a16b4e1f5ed9e4e6c
case-d16aaf7c33621dbb5444,mf-b0dde1d78e70e6eec59e,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,fd4efe807f84e585875606bd970c4a3971d9cbd8b173fda5ab3ce9053b1439b7
case-d16aaf7c33621dbb5444,mf-1bfbb3d559bf2973b4e0,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,26b782435149744c7868b1bd3d269c0b0375e12110eeba67cb000e9876161575
case-d16aaf7c33621dbb5444,mf-2a7ea8cc33f857fbfb7a,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,5d8e776bd5d696f7b969c1084b123776ec3080d477e79de2a6d84601b482fa5d
case-d16aaf7c33621dbb5444,mf-030db5fd84eff48d088b,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,edf4fa327db4f9435b35cfc9f9fe6bc49dc2a0f25c8cbd1e21ab90bb9f2b7c62
case-d837fc6cbd4f56478413,mf-0b982c433b1d034f2699,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,5e193f946860ffaef05d72944cabf0c876fd9d081820ea083c8230769cca0dbe
case-d837fc6cbd4f56478413,mf-3ca8be4230a3a939b01e,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,462d20dde74a8e2326ed4d250aafdde1af9d2448395c899b099ae89daa5bc66d
case-e4c28aef9d898cad9641,mf-95fb2000e4e665c10c8c,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,f7ba896ebb91d6184562bd6d8757870cba5f315fbcee887114afc747f230b176
case-e4c28aef9d898cad9641,mf-4958143d90c048fdaf0a,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,e11b1a6a3ba8315f9dd0632aacfcd9139c2ea3603f5d1e6e307b4e1d7efd4f6b
case-e4c28aef9d898cad9641,mf-bb6a6176907acb483163,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,e8c21b81a43f1b3fa84b97902006345c18eaafb7d4d4519106e5956cb25bd0bd
case-e4c28aef9d898cad9641,mf-cb533faa4798030b2c9d,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,1b1c1dfa8553d20bf92ec9b0870bd67ccb0cae7e3ad063353974c957a8eab30a
case-e4c28aef9d898cad9641,mf-05c20e048bf3dd0e69af,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,e4831d9b6d4a50579747805b30727867064018955af4c028d710353b348b9459
case-e4c28aef9d898cad9641,mf-a7846d3118cbe3c60bd2,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,aece6636485f2e8ec61b639a7279e8e18284daa6a7c1063ea2e1ffbdc39bb475
case-e4c28aef9d898cad9641,mf-7dedf5ebbbebe2a8e902,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,cb24eb029ab9ab7fb04b3129b549937a74cb177fed967746661bea422b490c6f
case-e4c28aef9d898cad9641,mf-1e12ee1f4f7b479422fa,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,76696b604f4abecabb66d1665935e211eb1f87b270d10d5ef5282483f8345639
case-e4c28aef9d898cad9641,mf-f7c2d63193f460aebff1,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,8a48181a43d95ce1c354c0d5c8d99d5e4e76678f66d1cc8f9c3ce591c885a114
case-e95b663ee8e1e5965537,mf-eedc9c979d8692939ee7,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,79157de36d585279eebc822b75ebf0eafabc22e49b1be7106eb96955ac9a384b
case-e95b663ee8e1e5965537,mf-428cb248483c048b4bfb,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,fdb32dd021fa3b928c1309f9f6a9047e8b4d751b70c53ba95860cc7da1c9c163
case-e95b663ee8e1e5965537,mf-479d3c66f4a85ee42434,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,806baf6065d946e16036dc222266fe7bda22a1280519de5d2c19efa6b8a9e552
case-e9af381d5691c745b01d,mf-cc4c0a049d76e337870a,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,edb1f89296d167d6805866784aab6ca043547b618e258ee60bcb77b44be87cc5
case-e9af381d5691c745b01d,mf-94d9804459d6ecc5c5d4,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,d09285617a43e60e46660de65c54d1b6c0eff723582f1d03ea51eb67363e5ab3
case-e9af381d5691c745b01d,mf-421f00776fdb3cbe6176,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,79a67f9b8d0032f6580518d0fa2e5db6be8fa81940ee24d94f6b964c2a89ea59
case-f465152400330d659f37,mf-c124511734fce6a6c79b,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,d5eea646d92e6e123c26d9f92788aeed3410019547888d48200bb7cb3c785c93
case-f465152400330d659f37,mf-c97014de681e66f6b6a7,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,e6c7bed00d0957cbe08debe814a39ec21fa63aa88f0063ba28b11f7fbe01ba68
case-f912cdc0fdea1d02105f,mf-3ac45ae756dbc64cea15,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,51dcf516764c5ca3d3e2369eecf83d4842fdc76b3fd5be6746359ca71a057158
case-f912cdc0fdea1d02105f,mf-94dcebfbffb13be00f56,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,c2b365683127a01e7f362e52442dbd717f15964c145146d74038377dee43dbec
case-f912cdc0fdea1d02105f,mf-17aaa52f25890fb4deb5,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,c4a15cf47e7f7037cae23b36172dc985ace3307f7fffcf093ef1d3402b556f64
case-f912cdc0fdea1d02105f,mf-3d06a8e42e775e14e6c4,deterministic_rule,no_reference,,high,The frozen all_case_reference_alerts inventory contains zero CodeQL reference rows for this case; semantic equivalence therefore cannot be evaluated.,no_reference,,author_confirmed,author_manual_review,author,3086c123429c0c71da9e63f38f0223803ebd49b3594105785caea290c330c21d
